"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Bisbaumannia_pacifica_CARE-V15","Bisbaumannia_pacifica_M31","Bisbaumannia_pacifica_NBRC_102220","Halomonas_salifodinae_A2","Halomonas_salifodinae_IM328","Halomonas_salifodinae_JCM_14803"
"thiQ","","Thiamine import ATP-binding protein ThiQ","6","6","1","1","9250","","","","650","656","655","Bisbaumannia_00932","ac2c10d1bfd924169bd1a7f9d07d0dbc_2191","GCA_007989625.1_ASM798962v1_genomic_03385","A2_01046","Halomonas_salifodinae_00920","9e3420b4b005a41cf6998e0a1df74e45_733"
"rplF","","50S ribosomal protein L6","6","6","1","1","6484","","","","530","530","530","Bisbaumannia_01033","ac2c10d1bfd924169bd1a7f9d07d0dbc_806","GCA_007989625.1_ASM798962v1_genomic_02679","A2_03015","Halomonas_salifodinae_03400","9e3420b4b005a41cf6998e0a1df74e45_2613"
"rpsH","","30S ribosomal protein S8","6","6","1","1","6483","","","","392","392","392","Bisbaumannia_01034","ac2c10d1bfd924169bd1a7f9d07d0dbc_805","GCA_007989625.1_ASM798962v1_genomic_02680","A2_03016","Halomonas_salifodinae_03401","9e3420b4b005a41cf6998e0a1df74e45_2612"
"rpmC","","50S ribosomal protein L29","6","6","1","1","6477","","","","191","191","191","Bisbaumannia_01040","ac2c10d1bfd924169bd1a7f9d07d0dbc_799","GCA_007989625.1_ASM798962v1_genomic_02686","A2_03022","Halomonas_salifodinae_03407","9e3420b4b005a41cf6998e0a1df74e45_2606"
"rpsS","","30S ribosomal protein S19","6","6","1","1","6473","","","","209","209","209","Bisbaumannia_01044","ac2c10d1bfd924169bd1a7f9d07d0dbc_795","GCA_007989625.1_ASM798962v1_genomic_02690","A2_03026","Halomonas_salifodinae_03411","9e3420b4b005a41cf6998e0a1df74e45_2602"
"rpoB","","DNA-directed RNA polymerase subunit beta","6","6","1","1","6462","","","","4079","4079","4079","Bisbaumannia_01055","ac2c10d1bfd924169bd1a7f9d07d0dbc_784","GCA_007989625.1_ASM798962v1_genomic_02701","A2_03037","Halomonas_salifodinae_03422","9e3420b4b005a41cf6998e0a1df74e45_2591"
"rplL","","50S ribosomal protein L7/L12","6","6","1","1","6461","","","","371","371","371","Bisbaumannia_01056","ac2c10d1bfd924169bd1a7f9d07d0dbc_783","GCA_007989625.1_ASM798962v1_genomic_02702","A2_03038","Halomonas_salifodinae_03423","9e3420b4b005a41cf6998e0a1df74e45_2590"
"rplA","","50S ribosomal protein L1","6","6","1","1","6459","","","","692","692","692","Bisbaumannia_01058","ac2c10d1bfd924169bd1a7f9d07d0dbc_781","GCA_007989625.1_ASM798962v1_genomic_02704","A2_03040","Halomonas_salifodinae_03425","9e3420b4b005a41cf6998e0a1df74e45_2588"
"coaX","","Type III pantothenate kinase","6","6","1","1","6455","","","","839","839","839","Bisbaumannia_01066","ac2c10d1bfd924169bd1a7f9d07d0dbc_773","GCA_007989625.1_ASM798962v1_genomic_02712","A2_03048","Halomonas_salifodinae_03433","9e3420b4b005a41cf6998e0a1df74e45_2580"
"ttuD","","Putative hydroxypyruvate reductase","6","6","1","1","5566","","","","1301","1301","1301","Bisbaumannia_01068","ac2c10d1bfd924169bd1a7f9d07d0dbc_959","GCA_007989625.1_ASM798962v1_genomic_02034","A2_01253","Halomonas_salifodinae_00102","9e3420b4b005a41cf6998e0a1df74e45_509"
"hyi","","Hydroxypyruvate isomerase","6","6","1","1","5564","","","","776","776","776","Bisbaumannia_01070","ac2c10d1bfd924169bd1a7f9d07d0dbc_957","GCA_007989625.1_ASM798962v1_genomic_02032","A2_01255","Halomonas_salifodinae_00100","9e3420b4b005a41cf6998e0a1df74e45_507"
"aspC_2","","Aspartate/prephenate aminotransferase","6","6","1","1","9085","","","","1160","1160","1160","Bisbaumannia_00970","ac2c10d1bfd924169bd1a7f9d07d0dbc_868","GCA_007989625.1_ASM798962v1_genomic_02393","A2_02950","Halomonas_salifodinae_03337","9e3420b4b005a41cf6998e0a1df74e45_2691"
"iclR","","Transcriptional repressor IclR","6","6","1","1","5540","","","","833","860","837","Bisbaumannia_01084","ac2c10d1bfd924169bd1a7f9d07d0dbc_943","GCA_007989625.1_ASM798962v1_genomic_02018","A2_01268","Halomonas_salifodinae_00086","9e3420b4b005a41cf6998e0a1df74e45_486"
"group_1206","","hypothetical protein","6","6","1","1","5530","","","","968","968","968","Bisbaumannia_01096","ac2c10d1bfd924169bd1a7f9d07d0dbc_931","GCA_007989625.1_ASM798962v1_genomic_02006","A2_01274","Halomonas_salifodinae_00080","9e3420b4b005a41cf6998e0a1df74e45_480"
"group_1207","","hypothetical protein","6","6","1","1","5524","","","","1019","1019","1019","Bisbaumannia_01100","ac2c10d1bfd924169bd1a7f9d07d0dbc_927","GCA_007989625.1_ASM798962v1_genomic_02002","A2_01278","Halomonas_salifodinae_00076","9e3420b4b005a41cf6998e0a1df74e45_476"
"ispH","","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","6","6","1","1","9105","","","","953","953","953","Bisbaumannia_00985","ac2c10d1bfd924169bd1a7f9d07d0dbc_854","GCA_007989625.1_ASM798962v1_genomic_02379","A2_02964","Halomonas_salifodinae_03352","9e3420b4b005a41cf6998e0a1df74e45_2676"
"catJ","","3-oxoadipate CoA-transferase subunit B","6","6","1","1","5886","","","","773","773","773","Bisbaumannia_01150","ac2c10d1bfd924169bd1a7f9d07d0dbc_84","GCA_007989625.1_ASM798962v1_genomic_02502","A2_01939","Halomonas_salifodinae_00385","9e3420b4b005a41cf6998e0a1df74e45_3435"
"benM_1","","HTH-type transcriptional regulator BenM","6","6","1","1","5926","","","","875","875","875","Bisbaumannia_01166","ac2c10d1bfd924169bd1a7f9d07d0dbc_67","GCA_007989625.1_ASM798962v1_genomic_01906","A2_01917","Halomonas_salifodinae_00363","9e3420b4b005a41cf6998e0a1df74e45_3415"
"ispB","","Octaprenyl diphosphate synthase","6","6","1","1","9120","","","","974","1094","994","Bisbaumannia_00996","ac2c10d1bfd924169bd1a7f9d07d0dbc_843","GCA_007989625.1_ASM798962v1_genomic_02368","A2_02975","Halomonas_salifodinae_03363","9e3420b4b005a41cf6998e0a1df74e45_2665"
"group_1223","","hypothetical protein","6","6","1","1","5942","","","","524","608","538","Bisbaumannia_01180","ac2c10d1bfd924169bd1a7f9d07d0dbc_53","GCA_007989625.1_ASM798962v1_genomic_01920","A2_01907","Halomonas_salifodinae_00353","9e3420b4b005a41cf6998e0a1df74e45_3401"
"group_123","","hypothetical protein","6","6","1","1","6058","","","","3485","3485","3485","Bisbaumannia_01107","ac2c10d1bfd924169bd1a7f9d07d0dbc_920","GCA_007989625.1_ASM798962v1_genomic_01994","A2_01285","Halomonas_salifodinae_00073","9e3420b4b005a41cf6998e0a1df74e45_473"
"thrB","","Homoserine kinase","6","6","1","1","5972","","","","962","962","962","Bisbaumannia_01207","ac2c10d1bfd924169bd1a7f9d07d0dbc_26","GCA_007989625.1_ASM798962v1_genomic_01947","A2_01880","Halomonas_salifodinae_00326","9e3420b4b005a41cf6998e0a1df74e45_3374"
"group_1234","","putative Fe(2+)-trafficking protein","6","6","1","1","5978","","","","272","272","272","Bisbaumannia_01214","ac2c10d1bfd924169bd1a7f9d07d0dbc_19","GCA_007989625.1_ASM798962v1_genomic_01954","A2_01873","Halomonas_salifodinae_00319","9e3420b4b005a41cf6998e0a1df74e45_3368"
"selD","","Selenide, water dikinase","6","6","1","1","6003","","","","1037","1037","1037","Bisbaumannia_01227","ac2c10d1bfd924169bd1a7f9d07d0dbc_6","GCA_007989625.1_ASM798962v1_genomic_01967","A2_01860","Halomonas_salifodinae_00306","9e3420b4b005a41cf6998e0a1df74e45_3355"
"topA","","DNA topoisomerase 1","6","6","1","1","2827","","","","2627","2627","2627","Bisbaumannia_01233","ac2c10d1bfd924169bd1a7f9d07d0dbc_960","GCA_007989625.1_ASM798962v1_genomic_03570","A2_03129","Halomonas_salifodinae_02089","9e3420b4b005a41cf6998e0a1df74e45_186"
"ybiT","","putative ABC transporter ATP-binding protein YbiT","6","6","1","1","2824","","","","1592","1592","1592","Bisbaumannia_01237","ac2c10d1bfd924169bd1a7f9d07d0dbc_965","GCA_007989625.1_ASM798962v1_genomic_02141","A2_03122","Halomonas_salifodinae_02084","9e3420b4b005a41cf6998e0a1df74e45_183"
"nqrE","","Na(+)-translocating NADH-quinone reductase subunit E","6","6","1","1","2764","","","","617","617","617","Bisbaumannia_01263","ac2c10d1bfd924169bd1a7f9d07d0dbc_991","GCA_007989625.1_ASM798962v1_genomic_02115","A2_03096","Halomonas_salifodinae_02058","9e3420b4b005a41cf6998e0a1df74e45_155"
"nqrF","","Na(+)-translocating NADH-quinone reductase subunit F","6","6","1","1","2762","","","","1232","1232","1232","Bisbaumannia_01264","ac2c10d1bfd924169bd1a7f9d07d0dbc_992","GCA_007989625.1_ASM798962v1_genomic_02114","A2_03095","Halomonas_salifodinae_02057","9e3420b4b005a41cf6998e0a1df74e45_154"
"group_125","","hypothetical protein","6","6","1","1","6077","","","","269","836","741","Bisbaumannia_01128","ac2c10d1bfd924169bd1a7f9d07d0dbc_899","GCA_007989625.1_ASM798962v1_genomic_01973","A2_01298","Halomonas_salifodinae_00044","9e3420b4b005a41cf6998e0a1df74e45_450"
"typA","","GTP-binding protein TypA/BipA","6","6","1","1","6376","","","","1826","1826","1826","Bisbaumannia_01312","ac2c10d1bfd924169bd1a7f9d07d0dbc_3094","GCA_007989625.1_ASM798962v1_genomic_02055","A2_01509","Halomonas_salifodinae_03483","9e3420b4b005a41cf6998e0a1df74e45_255"
"yciH","","putative protein YciH","6","6","1","1","6393","","","","374","374","374","Bisbaumannia_01324","ac2c10d1bfd924169bd1a7f9d07d0dbc_3082","GCA_007989625.1_ASM798962v1_genomic_02067","A2_01520","Halomonas_salifodinae_03472","9e3420b4b005a41cf6998e0a1df74e45_242"
"cvfB","","Conserved virulence factor B","6","6","1","1","6079","","","","680","680","680","Bisbaumannia_01130","ac2c10d1bfd924169bd1a7f9d07d0dbc_897","GCA_007989625.1_ASM798962v1_genomic_03427","A2_01300","Halomonas_salifodinae_00042","9e3420b4b005a41cf6998e0a1df74e45_448"
"dctD_3","","C4-dicarboxylate transport transcriptional regulatory protein DctD","6","6","1","1","6442","","","","1370","1370","1370","Bisbaumannia_01359","ac2c10d1bfd924169bd1a7f9d07d0dbc_3048","GCA_007989625.1_ASM798962v1_genomic_03312","A2_01550","Halomonas_salifodinae_03445","9e3420b4b005a41cf6998e0a1df74e45_1802"
"pdhR","","Pyruvate dehydrogenase complex repressor","6","6","1","1","6444","","","","767","767","767","Bisbaumannia_01361","ac2c10d1bfd924169bd1a7f9d07d0dbc_3046","GCA_007989625.1_ASM798962v1_genomic_03314","A2_01552","Halomonas_salifodinae_03443","9e3420b4b005a41cf6998e0a1df74e45_1804"
"lutA","","Lactate utilization protein A","6","6","1","1","6445","","","","758","758","758","Bisbaumannia_01362","ac2c10d1bfd924169bd1a7f9d07d0dbc_3045","GCA_007989625.1_ASM798962v1_genomic_03315","A2_01553","Halomonas_salifodinae_03442","9e3420b4b005a41cf6998e0a1df74e45_1805"
"rsmE","","Ribosomal RNA small subunit methyltransferase E","6","6","1","1","6080","","","","728","728","728","Bisbaumannia_01131","ac2c10d1bfd924169bd1a7f9d07d0dbc_896","GCA_007989625.1_ASM798962v1_genomic_03426","A2_01301","Halomonas_salifodinae_00041","9e3420b4b005a41cf6998e0a1df74e45_447"
"gpmI","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","6","6","1","1","6083","","","","1574","1574","1574","Bisbaumannia_01134","ac2c10d1bfd924169bd1a7f9d07d0dbc_893","GCA_007989625.1_ASM798962v1_genomic_03423","A2_01304","Halomonas_salifodinae_00038","9e3420b4b005a41cf6998e0a1df74e45_444"
"fadA","","3-ketoacyl-CoA thiolase","6","6","1","1","1902","","","","1178","1178","1178","Bisbaumannia_01424","ac2c10d1bfd924169bd1a7f9d07d0dbc_2672","GCA_007989625.1_ASM798962v1_genomic_01788","A2_03376","Halomonas_salifodinae_01375","9e3420b4b005a41cf6998e0a1df74e45_1676"
"tusA_1","","Sulfur carrier protein TusA","6","6","1","1","1919","","","","251","251","251","Bisbaumannia_01437","ac2c10d1bfd924169bd1a7f9d07d0dbc_2685","GCA_007989625.1_ASM798962v1_genomic_01775","A2_03363","Halomonas_salifodinae_01362","9e3420b4b005a41cf6998e0a1df74e45_1663"
"group_1288","","hypothetical protein","6","6","1","1","1923","","","","410","410","410","Bisbaumannia_01440","ac2c10d1bfd924169bd1a7f9d07d0dbc_2688","GCA_007989625.1_ASM798962v1_genomic_01772","A2_03360","Halomonas_salifodinae_01359","9e3420b4b005a41cf6998e0a1df74e45_1660"
"pcaF_1","","Beta-ketoadipyl-CoA thiolase","6","6","1","1","1713","","","","1202","1202","1202","Bisbaumannia_01149","ac2c10d1bfd924169bd1a7f9d07d0dbc_85","GCA_007989625.1_ASM798962v1_genomic_02503","A2_01940","Halomonas_salifodinae_00386","9e3420b4b005a41cf6998e0a1df74e45_3436"
"nupX_1","","Putative nucleoside permease NupX","6","6","1","1","8125","","","","1265","1265","1265","Bisbaumannia_01453","ac2c10d1bfd924169bd1a7f9d07d0dbc_523","GCA_007989625.1_ASM798962v1_genomic_02873","A2_02759","Halomonas_salifodinae_02734","9e3420b4b005a41cf6998e0a1df74e45_3593"
"cobQ","","Cobyric acid synthase","6","6","1","1","7569","","","","1463","1469","1464","Bisbaumannia_00669","ac2c10d1bfd924169bd1a7f9d07d0dbc_2751","GCA_007989625.1_ASM798962v1_genomic_01661","A2_03351","Halomonas_salifodinae_02443","9e3420b4b005a41cf6998e0a1df74e45_3822"
"catI","","3-oxoadipate CoA-transferase subunit A","6","6","1","1","5887","","","","833","833","833","Bisbaumannia_01151","ac2c10d1bfd924169bd1a7f9d07d0dbc_83","GCA_007989625.1_ASM798962v1_genomic_02501","A2_01938","Halomonas_salifodinae_00384","9e3420b4b005a41cf6998e0a1df74e45_3434"
"garA","","Peroxiredoxin","6","6","1","1","8205","","","","476","476","476","Bisbaumannia_01490","ac2c10d1bfd924169bd1a7f9d07d0dbc_485","GCA_007989625.1_ASM798962v1_genomic_01406","A2_02711","Halomonas_salifodinae_02789","9e3420b4b005a41cf6998e0a1df74e45_3640"
"group_1304","","hypothetical protein","6","6","1","1","8248","","","","1415","1415","1415","Bisbaumannia_01510","ac2c10d1bfd924169bd1a7f9d07d0dbc_467","GCA_007989625.1_ASM798962v1_genomic_01426","A2_02697","Halomonas_salifodinae_02804","9e3420b4b005a41cf6998e0a1df74e45_3654"
"pgl","","6-phosphogluconolactonase","6","6","1","1","8297","","","","668","668","668","Bisbaumannia_01540","ac2c10d1bfd924169bd1a7f9d07d0dbc_437","GCA_007989625.1_ASM798962v1_genomic_01456","A2_02674","Halomonas_salifodinae_02827","9e3420b4b005a41cf6998e0a1df74e45_3690"
"glnE","","Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme","6","6","1","1","5898","","","","2975","2996","2989","Bisbaumannia_01153","ac2c10d1bfd924169bd1a7f9d07d0dbc_80","GCA_007989625.1_ASM798962v1_genomic_02498","A2_01930","Halomonas_salifodinae_00376","9e3420b4b005a41cf6998e0a1df74e45_3432"
"zwf","","Glucose-6-phosphate 1-dehydrogenase","6","6","1","1","8298","","","","1499","1499","1499","Bisbaumannia_01541","ac2c10d1bfd924169bd1a7f9d07d0dbc_436","GCA_007989625.1_ASM798962v1_genomic_01457","A2_02673","Halomonas_salifodinae_02828","9e3420b4b005a41cf6998e0a1df74e45_3691"
"soxB","","Sarcosine oxidase subunit beta","6","6","1","1","8305","","","","1250","1250","1250","Bisbaumannia_01547","ac2c10d1bfd924169bd1a7f9d07d0dbc_430","GCA_007989625.1_ASM798962v1_genomic_00558","A2_02667","Halomonas_salifodinae_02835","9e3420b4b005a41cf6998e0a1df74e45_4040"
"stcD_1","","putative N-methylproline demethylase","6","6","1","1","8384","","","","2072","2072","2072","Bisbaumannia_01570","ac2c10d1bfd924169bd1a7f9d07d0dbc_407","GCA_007989625.1_ASM798962v1_genomic_00531","A2_00433","Halomonas_salifodinae_02873","9e3420b4b005a41cf6998e0a1df74e45_3334"
"group_1316","","hypothetical protein","6","6","1","1","8386","","","","977","977","977","Bisbaumannia_01572","ac2c10d1bfd924169bd1a7f9d07d0dbc_405","GCA_007989625.1_ASM798962v1_genomic_00529","A2_00431","Halomonas_salifodinae_02875","9e3420b4b005a41cf6998e0a1df74e45_3332"
"livH_1","","High-affinity branched-chain amino acid transport system permease protein LivH","6","6","1","1","8403","","","","887","887","887","Bisbaumannia_01581","ac2c10d1bfd924169bd1a7f9d07d0dbc_395","GCA_007989625.1_ASM798962v1_genomic_00520","A2_00421","Halomonas_salifodinae_02888","9e3420b4b005a41cf6998e0a1df74e45_3797"
"livF_2","","High-affinity branched-chain amino acid transport ATP-binding protein LivF","6","6","1","1","8405","","","","752","758","753","Bisbaumannia_01583","ac2c10d1bfd924169bd1a7f9d07d0dbc_393","GCA_007989625.1_ASM798962v1_genomic_00518","A2_00419","Halomonas_salifodinae_02890","9e3420b4b005a41cf6998e0a1df74e45_3799"
"gcvA_3","","Glycine cleavage system transcriptional activator","6","6","1","1","8411","","","","923","923","923","Bisbaumannia_01586","ac2c10d1bfd924169bd1a7f9d07d0dbc_390","GCA_007989625.1_ASM798962v1_genomic_00515","A2_00416","Halomonas_salifodinae_02893","9e3420b4b005a41cf6998e0a1df74e45_3312"
"dgkA","","Diacylglycerol kinase","6","6","1","1","5899","","","","371","371","371","Bisbaumannia_01154","ac2c10d1bfd924169bd1a7f9d07d0dbc_79","GCA_007989625.1_ASM798962v1_genomic_02497","A2_01929","Halomonas_salifodinae_00375","9e3420b4b005a41cf6998e0a1df74e45_3431"
"folB","","Dihydroneopterin aldolase","6","6","1","1","8418","","","","356","356","356","Bisbaumannia_01594","ac2c10d1bfd924169bd1a7f9d07d0dbc_383","GCA_007989625.1_ASM798962v1_genomic_00508","A2_00408","Halomonas_salifodinae_02901","9e3420b4b005a41cf6998e0a1df74e45_3319"
"group_1322","","Purine nucleoside phosphoramidase","6","6","1","1","8445","","","","341","341","341","Bisbaumannia_01609","ac2c10d1bfd924169bd1a7f9d07d0dbc_368","GCA_007989625.1_ASM798962v1_genomic_00493","A2_00394","Halomonas_salifodinae_02915","9e3420b4b005a41cf6998e0a1df74e45_1780"
"arfB","","Peptidyl-tRNA hydrolase ArfB","6","6","1","1","931","","","","413","413","413","Bisbaumannia_01617","ac2c10d1bfd924169bd1a7f9d07d0dbc_360","GCA_007989625.1_ASM798962v1_genomic_00485","A2_02544","Halomonas_salifodinae_00595","9e3420b4b005a41cf6998e0a1df74e45_1137"
"sutR_1","","HTH-type transcriptional regulator SutR","6","6","1","1","902","","","","602","602","602","Bisbaumannia_01630","ac2c10d1bfd924169bd1a7f9d07d0dbc_347","GCA_007989625.1_ASM798962v1_genomic_00472","A2_02531","Halomonas_salifodinae_00582","9e3420b4b005a41cf6998e0a1df74e45_1123"
"tdh","","L-threonine 3-dehydrogenase","6","6","1","1","900","","","","1025","1025","1025","Bisbaumannia_01631","ac2c10d1bfd924169bd1a7f9d07d0dbc_346","GCA_007989625.1_ASM798962v1_genomic_00471","A2_02530","Halomonas_salifodinae_00581","9e3420b4b005a41cf6998e0a1df74e45_1122"
"astB","","N-succinylarginine dihydrolase","6","6","1","1","868","","","","1337","1337","1337","Bisbaumannia_01635","ac2c10d1bfd924169bd1a7f9d07d0dbc_342","GCA_007989625.1_ASM798962v1_genomic_00467","A2_02120","Halomonas_salifodinae_00560","9e3420b4b005a41cf6998e0a1df74e45_1108"
"group_133","","hypothetical protein","6","6","1","1","5904","","","","362","362","362","Bisbaumannia_01158","ac2c10d1bfd924169bd1a7f9d07d0dbc_75","GCA_007989625.1_ASM798962v1_genomic_02493","A2_01925","Halomonas_salifodinae_00371","9e3420b4b005a41cf6998e0a1df74e45_3427"
"cdhR_1","","HTH-type transcriptional regulator CdhR","6","6","1","1","856","","","","980","980","980","Bisbaumannia_01641","ac2c10d1bfd924169bd1a7f9d07d0dbc_336","GCA_007989625.1_ASM798962v1_genomic_00461","A2_02113","Halomonas_salifodinae_00553","9e3420b4b005a41cf6998e0a1df74e45_1102"
"fabV","","Enoyl-[acyl-carrier-protein] reductase [NADH]","6","6","1","1","1374","","","","1196","1211","1202","Bisbaumannia_01643","ac2c10d1bfd924169bd1a7f9d07d0dbc_334","GCA_007989625.1_ASM798962v1_genomic_00459","A2_02111","Halomonas_salifodinae_00551","9e3420b4b005a41cf6998e0a1df74e45_1100"
"group_1334","","hypothetical protein","6","6","1","1","1380","","","","938","938","938","Bisbaumannia_01648","ac2c10d1bfd924169bd1a7f9d07d0dbc_329","GCA_007989625.1_ASM798962v1_genomic_00454","A2_02106","Halomonas_salifodinae_00546","9e3420b4b005a41cf6998e0a1df74e45_1095"
"suhB_2","","Inositol-1-monophosphatase","6","6","1","1","1423","","","","794","794","794","Bisbaumannia_01663","ac2c10d1bfd924169bd1a7f9d07d0dbc_315","GCA_007989625.1_ASM798962v1_genomic_00439","A2_02092","Halomonas_salifodinae_00530","9e3420b4b005a41cf6998e0a1df74e45_1060"
"iscR","","HTH-type transcriptional regulator IscR","6","6","1","1","1426","","","","470","470","470","Bisbaumannia_01666","ac2c10d1bfd924169bd1a7f9d07d0dbc_312","GCA_007989625.1_ASM798962v1_genomic_00436","A2_02089","Halomonas_salifodinae_00527","9e3420b4b005a41cf6998e0a1df74e45_1057"
"dmpM","","Phenol hydroxylase P2 protein","6","6","1","1","5909","","","","269","269","269","Bisbaumannia_01160","ac2c10d1bfd924169bd1a7f9d07d0dbc_73","GCA_007989625.1_ASM798962v1_genomic_02491","A2_01923","Halomonas_salifodinae_00369","9e3420b4b005a41cf6998e0a1df74e45_3425"
"iscA","","Iron-binding protein IscA","6","6","1","1","1428","","","","326","326","326","Bisbaumannia_01668","ac2c10d1bfd924169bd1a7f9d07d0dbc_310","GCA_007989625.1_ASM798962v1_genomic_00434","A2_02087","Halomonas_salifodinae_00525","9e3420b4b005a41cf6998e0a1df74e45_1055"
"rlmN","","Dual-specificity RNA methyltransferase RlmN","6","6","1","1","1430","","","","1124","1124","1124","Bisbaumannia_01670","ac2c10d1bfd924169bd1a7f9d07d0dbc_308","GCA_007989625.1_ASM798962v1_genomic_00948","A2_02085","Halomonas_salifodinae_00523","9e3420b4b005a41cf6998e0a1df74e45_1053"
"ispG","","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)","6","6","1","1","1436","","","","1127","1127","1127","Bisbaumannia_01673","ac2c10d1bfd924169bd1a7f9d07d0dbc_305","GCA_007989625.1_ASM798962v1_genomic_00951","A2_02082","Halomonas_salifodinae_00520","9e3420b4b005a41cf6998e0a1df74e45_1050"
